Tamanho,AVL_Media,RB_Media,B1_Media,B5_Media,B10_Media
383,15877.10,9954.60,10766.00,8317.70,7710.90
384,15976.80,9996.10,10795.70,8348.50,7807.80
385,15973.90,10090.00,10964.80,8224.50,7809.30
386,16115.10,10141.20,10774.90,8364.50,7885.00
387,16137.40,10018.70,10721.20,8445.10,7805.50
388,16207.60,10087.00,10845.70,8465.00,7889.50
389,16254.40,10113.90,10840.00,8445.70,7930.30
390,16242.40,10153.20,10944.90,8467.80,7993.30
391,16360.60,10202.30,10985.40,8366.70,7935.00
392,16371.90,10205.50,11028.10,8555.90,8004.60
393,16370.40,10088.60,11071.00,8543.70,8057.30
394,16474.20,10265.50,11022.30,8550.80,8064.70
395,16436.10,10345.60,11155.80,8559.20,8013.50
396,16585.80,10309.80,11243.20,8632.00,8095.00
397,16584.30,10405.50,11244.60,8637.10,8022.80
398,16668.30,10404.50,11200.50,8577.70,8150.50
399,16691.40,10451.00,11289.30,8617.50,8214.30
400,16785.00,10427.40,11230.00,8696.80,8222.10
401,16692.10,10431.60,11333.30,8701.00,8248.90
402,16828.90,10543.10,11411.60,8762.80,8208.30
403,16942.10,10555.70,11427.90,8774.00,8255.00
404,17034.10,10675.70,11420.20,8777.10,8301.20
405,16999.50,10545.10,11498.00,8810.20,8290.90
406,17076.10,10627.70,11565.70,8825.20,8309.40
407,17060.30,10701.10,11543.90,8822.40,8325.80
408,17184.10,10644.10,11616.50,8916.00,8352.90
409,17148.10,10668.40,11485.20,8888.90,8339.30
410,17357.10,10808.40,11625.10,8935.40,8438.30
411,17272.20,10801.50,11680.10,8931.30,8444.00
412,17356.90,10843.60,11640.90,9051.10,8519.80
413,17419.50,10812.00,11723.60,8963.50,8496.40
414,17546.20,10829.20,11759.60,8975.80,8620.00
415,17463.40,10791.50,11781.00,9050.50,8560.10
416,17645.30,10980.90,11755.50,9074.50,8667.60
417,17547.20,10991.00,11777.00,9063.80,8548.30
418,17671.90,10921.20,11850.00,9162.30,8654.00
419,17770.90,11068.40,11901.90,9138.10,8657.70
420,17783.00,11134.30,11970.80,9068.10,8682.00
421,17836.40,11143.90,11965.40,9145.00,8668.30
422,17895.30,11103.40,11938.00,9244.70,8727.80
423,17927.90,11176.30,11973.60,9249.50,8673.50
424,18007.80,11231.80,12035.90,9306.60,8779.20
425,18035.70,11226.60,12038.90,9257.40,8744.20
426,18027.40,11226.40,12143.20,9252.40,8844.10
427,18093.50,11268.90,12214.00,9297.90,8849.70
428,18131.30,11259.80,12285.40,9364.80,8870.10
429,18224.80,11225.70,12273.20,9384.80,8928.30
430,18204.00,11208.70,12376.10,9411.40,8947.10
431,18264.40,11302.10,12330.80,9451.50,8971.80
432,18393.00,11386.80,12405.70,9522.90,8985.80
433,18352.10,11403.30,12216.30,9493.90,8948.20
434,18443.00,11511.50,12422.00,9442.30,9075.10
435,18469.00,11455.50,12433.50,9551.40,9030.40
436,18559.50,11482.70,12433.70,9548.40,9017.80
437,18562.20,11518.70,12402.10,9522.20,9124.60
438,18678.50,11606.50,12489.30,9533.20,9161.20
439,18635.80,11548.20,12596.00,9551.70,9182.70
440,18742.90,11612.90,12598.90,9687.50,9225.50
441,18743.20,11612.80,12671.60,9685.50,9138.70
442,18802.00,11726.30,12760.80,9716.80,9187.50
443,18812.60,11604.80,12594.90,9670.30,9228.90
444,18951.90,11799.50,12757.50,9705.90,9285.40
445,18999.30,11782.90,12785.50,9734.70,9327.10
446,19002.50,11672.30,12827.60,9801.80,9311.20
447,19068.00,11732.30,12801.90,9845.10,9413.10
448,19172.50,11937.70,12750.80,9822.00,9354.00
449,19156.20,11831.70,12827.70,9806.50,9437.30
450,19181.90,11890.60,12840.90,9836.30,9461.40
451,19231.30,11960.60,12854.30,9885.20,9475.50
452,19376.50,12000.80,12847.60,9910.80,9602.40
453,19314.90,11898.90,13027.50,9931.70,9407.00
454,19424.20,12095.20,12879.00,9968.10,9528.90
455,19526.80,12106.90,13104.60,9991.50,9615.70
456,19539.70,12038.10,13166.10,10024.50,9546.70
457,19617.50,12194.50,13055.00,10002.80,9580.80
458,19708.80,12096.90,13093.90,10078.60,9672.80
459,19665.60,12122.60,13094.00,10123.30,9667.90
460,19749.40,12135.90,13220.40,10057.80,9691.20
461,19770.00,12335.50,13210.50,10113.50,9737.60
462,19874.70,12188.10,13336.10,10084.90,9709.40
463,19820.30,12264.20,13372.70,10136.70,9757.30
464,19795.30,12266.80,13542.80,10230.00,9769.60
465,19914.20,12365.20,13362.00,10226.00,9765.40
466,19957.20,12306.50,13404.10,10310.60,9924.80
467,20043.50,12457.90,13591.30,10233.70,9820.00
468,20082.90,12416.60,13638.20,10275.60,9925.60
469,20123.70,12465.70,13443.50,10344.90,9859.30
470,20219.50,12413.00,13513.30,10373.70,9943.30
471,20200.00,12485.50,13669.10,10353.20,10011.80
472,20324.00,12466.50,13643.10,10382.20,9981.00
473,20376.00,12717.70,13655.30,10438.10,10016.80
474,20419.50,12659.10,13704.50,10435.70,9997.80
475,20460.30,12636.70,13789.30,10474.40,10061.80
476,20526.50,12664.40,13849.20,10491.40,10066.10
477,20532.70,12571.90,14018.10,10456.40,10094.00
478,20572.60,12723.80,13913.40,10566.50,10154.00
479,20673.60,12796.80,13808.00,10564.60,10138.50
480,20708.50,12831.00,13810.70,10543.90,10191.90
481,20667.70,12705.10,13986.60,10643.60,10118.60
482,20754.80,12792.90,13922.20,10705.30,10189.10
